,Unnamed: 0,img,difficulty_score,split,root_output_dir,img_file,meta_file,xml_file,xml_path,labels,stimulus,set_size,has_label,target_condition
2440,2440,2008_004931,3.19,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004931.jpg,none,Annotations/2008_004931.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004931.xml,[11],VSD,1,True,present
2441,2441,2008_004933,2.933281,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004933.jpg,none,Annotations/2008_004933.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004933.xml,[7],VSD,1,False,absent
2442,2442,2008_004934,2.8362580000000004,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004934.jpg,none,Annotations/2008_004934.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004934.xml,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",VSD,10,False,absent
2443,2443,2008_004935,2.902438,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004935.jpg,none,Annotations/2008_004935.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004935.xml,"[0, 0, 0]",VSD,3,False,absent
2444,2444,2008_004937,3.3603440000000004,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004937.jpg,none,Annotations/2008_004937.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004937.xml,"[10, 14, 14, 14, 4, 4]",VSD,6,False,absent
2445,2445,2008_004938,3.42,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004938.jpg,none,Annotations/2008_004938.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004938.xml,"[17, 14]",VSD,2,False,absent
2446,2446,2008_004940,2.92204,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004940.jpg,none,Annotations/2008_004940.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004940.xml,"[13, 13, 14, 14]",VSD,4,False,absent
2447,2447,2008_004942,3.117888,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004942.jpg,none,Annotations/2008_004942.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004942.xml,"[2, 2]",VSD,2,False,absent
2448,2448,2008_004945,3.81,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004945.jpg,none,Annotations/2008_004945.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004945.xml,"[6, 6, 6]",VSD,3,False,absent
2449,2449,2008_004946,2.865382,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004946.jpg,none,Annotations/2008_004946.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004946.xml,"[18, 18]",VSD,2,False,absent
2450,2450,2008_004948,3.545129,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004948.jpg,none,Annotations/2008_004948.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004948.xml,"[4, 4, 4, 4, 4, 14, 14, 10, 14, 8, 14]",VSD,11,False,absent
2451,2451,2008_004950,3.445481,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004950.jpg,none,Annotations/2008_004950.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004950.xml,"[11, 14]",VSD,2,True,present
2452,2452,2008_004955,3.001754,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004955.jpg,none,Annotations/2008_004955.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004955.xml,"[6, 6]",VSD,2,False,absent
2453,2453,2008_004961,3.4,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004961.jpg,none,Annotations/2008_004961.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004961.xml,"[14, 19, 14]",VSD,3,False,absent
2454,2454,2008_004964,3.19,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004964.jpg,none,Annotations/2008_004964.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004964.xml,"[17, 8]",VSD,2,False,absent
2455,2455,2008_004966,3.67,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004966.jpg,none,Annotations/2008_004966.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004966.xml,"[7, 14]",VSD,2,False,absent
2456,2456,2008_004967,2.860407,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004967.jpg,none,Annotations/2008_004967.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004967.xml,[7],VSD,1,False,absent
2457,2457,2008_004968,3.625285,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004968.jpg,none,Annotations/2008_004968.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004968.xml,"[5, 5, 14, 14, 14]",VSD,5,False,absent
2458,2458,2008_004969,3.31,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004969.jpg,none,Annotations/2008_004969.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004969.xml,[3],VSD,1,False,absent
2459,2459,2008_004970,3.55,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004970.jpg,none,Annotations/2008_004970.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004970.xml,[13],VSD,1,False,absent
2460,2460,2008_004973,2.87,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004973.jpg,none,Annotations/2008_004973.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004973.xml,[2],VSD,1,False,absent
2461,2461,2008_004974,5.045509,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004974.jpg,none,Annotations/2008_004974.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004974.xml,[6],VSD,1,False,absent
2462,2462,2008_004975,2.861448,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004975.jpg,none,Annotations/2008_004975.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004975.xml,[11],VSD,1,True,present
2463,2463,2008_004976,4.042017,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004976.jpg,none,Annotations/2008_004976.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004976.xml,"[5, 5, 6, 6, 6, 6, 6, 6, 14, 14, 14, 14, 14]",VSD,13,False,absent
2464,2464,2008_004977,3.26,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004977.jpg,none,Annotations/2008_004977.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004977.xml,[15],VSD,1,False,absent
2465,2465,2008_004979,3.730764,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004979.jpg,none,Annotations/2008_004979.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004979.xml,"[4, 10, 14]",VSD,3,False,absent
2466,2466,2008_004981,3.450804,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004981.jpg,none,Annotations/2008_004981.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004981.xml,"[0, 0]",VSD,2,False,absent
2467,2467,2008_004982,3.307811,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004982.jpg,none,Annotations/2008_004982.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004982.xml,"[4, 10, 8]",VSD,3,False,absent
2468,2468,2008_004983,3.256325,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004983.jpg,none,Annotations/2008_004983.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004983.xml,"[3, 14]",VSD,2,False,absent
2469,2469,2008_004984,3.18,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004984.jpg,none,Annotations/2008_004984.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004984.xml,"[14, 14, 14, 8]",VSD,4,False,absent
2470,2470,2008_004985,3.5755510000000004,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004985.jpg,none,Annotations/2008_004985.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004985.xml,"[8, 8]",VSD,2,False,absent
2471,2471,2008_004986,3.567801,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004986.jpg,none,Annotations/2008_004986.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004986.xml,"[11, 14, 8]",VSD,3,True,present
2472,2472,2008_004990,2.95,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004990.jpg,none,Annotations/2008_004990.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004990.xml,[7],VSD,1,False,absent
2473,2473,2008_004991,3.076139,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004991.jpg,none,Annotations/2008_004991.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004991.xml,"[4, 4, 14, 14]",VSD,4,False,absent
2474,2474,2008_004995,3.14,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004995.jpg,none,Annotations/2008_004995.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004995.xml,[1],VSD,1,False,absent
2475,2475,2008_004998,3.04,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_004998.jpg,none,Annotations/2008_004998.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_004998.xml,[11],VSD,1,True,present
2476,2476,2008_005000,2.804925,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005000.jpg,none,Annotations/2008_005000.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005000.xml,"[13, 14]",VSD,2,False,absent
2477,2477,2008_005001,4.106549,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005001.jpg,none,Annotations/2008_005001.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005001.xml,"[15, 15, 15, 15, 15, 15, 14, 15, 15]",VSD,9,False,absent
2478,2478,2008_005003,2.72,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005003.jpg,none,Annotations/2008_005003.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005003.xml,[7],VSD,1,False,absent
2479,2479,2008_005006,3.04,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005006.jpg,none,Annotations/2008_005006.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005006.xml,[19],VSD,1,False,absent
2480,2480,2008_005008,3.22,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005008.jpg,none,Annotations/2008_005008.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005008.xml,"[19, 19, 15]",VSD,3,False,absent
2481,2481,2008_005010,3.271645,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005010.jpg,none,Annotations/2008_005010.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005010.xml,"[9, 9, 9, 9, 9, 9, 9, 9]",VSD,8,False,absent
2482,2482,2008_005013,2.767612,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005013.jpg,none,Annotations/2008_005013.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005013.xml,[7],VSD,1,False,absent
2483,2483,2008_005015,3.25664,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005015.jpg,none,Annotations/2008_005015.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005015.xml,[11],VSD,1,True,present
2484,2484,2008_005016,3.04511,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005016.jpg,none,Annotations/2008_005016.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005016.xml,"[11, 14]",VSD,2,True,present
2485,2485,2008_005023,3.48541,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005023.jpg,none,Annotations/2008_005023.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005023.xml,"[4, 4, 4]",VSD,3,False,absent
2486,2486,2008_005032,3.210007,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005032.jpg,none,Annotations/2008_005032.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005032.xml,"[6, 6, 14, 13]",VSD,4,False,absent
2487,2487,2008_005033,3.28,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005033.jpg,none,Annotations/2008_005033.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005033.xml,"[13, 13, 14, 14, 14]",VSD,5,False,absent
2488,2488,2008_005035,3.79,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005035.jpg,none,Annotations/2008_005035.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005035.xml,"[17, 14, 14]",VSD,3,False,absent
2489,2489,2008_005036,2.76,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005036.jpg,none,Annotations/2008_005036.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005036.xml,[0],VSD,1,False,absent
2490,2490,2008_005037,4.343691000000001,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005037.jpg,none,Annotations/2008_005037.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005037.xml,"[19, 8]",VSD,2,False,absent
2491,2491,2008_005040,3.5514370000000004,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005040.jpg,none,Annotations/2008_005040.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005040.xml,"[15, 15, 14, 14, 14]",VSD,5,False,absent
2492,2492,2008_005042,3.04,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005042.jpg,none,Annotations/2008_005042.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005042.xml,"[15, 15]",VSD,2,False,absent
2493,2493,2008_005043,2.956225,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005043.jpg,none,Annotations/2008_005043.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005043.xml,"[3, 14, 14]",VSD,3,False,absent
2494,2494,2008_005045,3.025266,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005045.jpg,none,Annotations/2008_005045.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005045.xml,"[6, 6, 14, 14]",VSD,4,False,absent
2495,2495,2008_005046,2.95,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005046.jpg,none,Annotations/2008_005046.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005046.xml,"[14, 11]",VSD,2,True,present
2496,2496,2008_005049,4.711892,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005049.jpg,none,Annotations/2008_005049.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005049.xml,[13],VSD,1,False,absent
2497,2497,2008_005051,3.113828,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005051.jpg,none,Annotations/2008_005051.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005051.xml,"[11, 14]",VSD,2,True,present
2498,2498,2008_005054,3.18013,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005054.jpg,none,Annotations/2008_005054.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005054.xml,"[6, 6, 6, 6, 6, 6]",VSD,6,False,absent
2499,2499,2008_005055,3.22,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005055.jpg,none,Annotations/2008_005055.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005055.xml,"[14, 14, 14, 14, 1, 1, 1]",VSD,7,False,absent
2500,2500,2008_005057,3.096589,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005057.jpg,none,Annotations/2008_005057.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005057.xml,[0],VSD,1,False,absent
2501,2501,2008_005061,3.103752,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005061.jpg,none,Annotations/2008_005061.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005061.xml,[7],VSD,1,False,absent
2502,2502,2008_005063,3.036305,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005063.jpg,none,Annotations/2008_005063.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005063.xml,"[3, 3, 14, 14]",VSD,4,False,absent
2503,2503,2008_005064,2.9567900000000003,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005064.jpg,none,Annotations/2008_005064.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005064.xml,"[7, 19]",VSD,2,False,absent
2504,2504,2008_005065,3.37,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005065.jpg,none,Annotations/2008_005065.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005065.xml,"[11, 11]",VSD,2,True,present
2505,2505,2008_005066,3.47,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005066.jpg,none,Annotations/2008_005066.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005066.xml,"[19, 8, 14]",VSD,3,False,absent
2506,2506,2008_005068,3.610763,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005068.jpg,none,Annotations/2008_005068.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005068.xml,[8],VSD,1,False,absent
2507,2507,2008_005070,3.047138,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005070.jpg,none,Annotations/2008_005070.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005070.xml,"[15, 10, 8, 8, 8]",VSD,5,False,absent
2508,2508,2008_005071,3.28,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005071.jpg,none,Annotations/2008_005071.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005071.xml,"[3, 3, 3]",VSD,3,False,absent
2509,2509,2008_005072,3.07,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005072.jpg,none,Annotations/2008_005072.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005072.xml,"[14, 7]",VSD,2,False,absent
2510,2510,2008_005074,3.63,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005074.jpg,none,Annotations/2008_005074.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005074.xml,"[5, 5, 5, 6]",VSD,4,False,absent
2511,2511,2008_005078,5.364455,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005078.jpg,none,Annotations/2008_005078.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005078.xml,"[0, 6, 14, 14, 14]",VSD,5,False,absent
2512,2512,2008_005080,3.25,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005080.jpg,none,Annotations/2008_005080.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005080.xml,"[2, 2]",VSD,2,False,absent
2513,2513,2008_005081,3.861486,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005081.jpg,none,Annotations/2008_005081.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005081.xml,"[8, 8, 8, 8, 8, 8, 8, 8, 10]",VSD,9,False,absent
2514,2514,2008_005082,3.03,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005082.jpg,none,Annotations/2008_005082.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005082.xml,[11],VSD,1,True,present
2515,2515,2008_005084,3.140732,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005084.jpg,none,Annotations/2008_005084.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005084.xml,[11],VSD,1,True,present
2516,2516,2008_005085,3.179169,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005085.jpg,none,Annotations/2008_005085.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005085.xml,[18],VSD,1,False,absent
2517,2517,2008_005088,3.08,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005088.jpg,none,Annotations/2008_005088.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005088.xml,[7],VSD,1,False,absent
2518,2518,2008_005089,3.405621,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005089.jpg,none,Annotations/2008_005089.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005089.xml,"[19, 14, 14, 14, 14, 4, 4, 4, 14]",VSD,9,False,absent
2519,2519,2008_005090,4.249276999999999,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005090.jpg,none,Annotations/2008_005090.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005090.xml,"[19, 4, 14, 14, 17]",VSD,5,False,absent
2520,2520,2008_005092,2.7940150000000004,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005092.jpg,none,Annotations/2008_005092.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005092.xml,[2],VSD,1,False,absent
2521,2521,2008_005094,3.838957,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005094.jpg,none,Annotations/2008_005094.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005094.xml,"[19, 14, 4]",VSD,3,False,absent
2522,2522,2008_005096,3.04,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005096.jpg,none,Annotations/2008_005096.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005096.xml,[2],VSD,1,False,absent
2523,2523,2008_005097,2.880157,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005097.jpg,none,Annotations/2008_005097.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005097.xml,"[9, 9, 9, 9]",VSD,4,False,absent
2524,2524,2008_005098,3.13,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005098.jpg,none,Annotations/2008_005098.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005098.xml,"[14, 15]",VSD,2,False,absent
2525,2525,2008_005101,2.94625,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005101.jpg,none,Annotations/2008_005101.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005101.xml,"[11, 14, 6]",VSD,3,True,present
2526,2526,2008_005105,3.21,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005105.jpg,none,Annotations/2008_005105.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005105.xml,[9],VSD,1,False,absent
2527,2527,2008_005107,3.2281720000000003,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005107.jpg,none,Annotations/2008_005107.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005107.xml,"[14, 8]",VSD,2,False,absent
2528,2528,2008_005108,3.61,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005108.jpg,none,Annotations/2008_005108.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005108.xml,[3],VSD,1,False,absent
2529,2529,2008_005109,2.910742,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005109.jpg,none,Annotations/2008_005109.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005109.xml,[7],VSD,1,False,absent
2530,2530,2008_005110,2.95,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005110.jpg,none,Annotations/2008_005110.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005110.xml,"[6, 14]",VSD,2,False,absent
2531,2531,2008_005111,3.45135,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005111.jpg,none,Annotations/2008_005111.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005111.xml,"[11, 8, 8, 8, 15, 15, 14, 8]",VSD,8,True,present
2532,2532,2008_005114,2.66,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005114.jpg,none,Annotations/2008_005114.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005114.xml,[0],VSD,1,False,absent
2533,2533,2008_005115,3.174239,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005115.jpg,none,Annotations/2008_005115.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005115.xml,[2],VSD,1,False,absent
2534,2534,2008_005117,3.38,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005117.jpg,none,Annotations/2008_005117.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005117.xml,[3],VSD,1,False,absent
2535,2535,2008_005123,3.4206,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2008_005123.jpg,none,Annotations/2008_005123.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2008_005123.xml,[11],VSD,1,True,present
